Date,st601,st604,st605,st606,st607,st608,st609,st610,st612,st613,st614,st615,st616,st619,st620,st621,st622,st624,st625,st626,st627,st628,st629,st630,st633,st701,st704,st706,st710,st715,st722,st725,st726,st801,st802,st804,st805,st806,st807,st808,st809,st810,st811,st813,st814,st815,st816,st817,st818,st820,st821,st823,st824,st826,st827,st829,st830,st832,st833,st834,st866,st902,st903,st904,st906,st919,st920,st925,st927,st1002,st1004,st1005,st1007,st1038,st1054,st1054,st1055,st1057,st1079,
7/20/1998,0,0.8,21.1,5,5.5,2.7,9.3,3.2,0,14,42,31,8,20,41.9,20.8,9.2,0,0,14.9,7.5,0,28.7,28.8,4.734521262,30.6,18.3,26.8,53,56,0,50,55.8,31.3,0,10,13,0,12.3,0,0,58.8,39.5,52.4,36,12,0,11.4,20.2,0,25,17.5,5.6,70.4,17.3,28.1,16.4,3.127714589,0,0,8.49,21.4,32,24.1,6,43,3,44.6,34.37304396,10.2,4,40,3.4,24.2,4,4,0,62,8.5,17.70378161
7/21/1998,3,5.2,0,7.5,12.7,4.5,0,0,0,5.4,17,5,0,14,16.1,55.2,22.4,0,2.748165264,18,13.5,0,7.5,8.1,0,16.4,13.8,28,58,53.4,0,20.5,13.9,6.3,0,14.4,3,0,19.2,3.4,45.5,35,6.6,10,6.2,30.5,7,82,0,0,18.7,26,26.2,50.6,15.1,31.2,19.7,0.7217802897,0,0,12.23,33,18.6,28.2,181.2,84,56,102.4,19.9793318,70.4,16,2.4,16.6,27.4,2,2,1.1,29,13.5,31.98462967
7/22/1998,0,0,0,1.2,1,10.5,7.3,0,0,2,5.5,22,0,10,0,0,17.2,0,0,14,0,17,1.3,58.3,0,0,12.9,11.4,5,0,0,0,0,4.2,10,17.8,0,0,28.5,0,8.4,0,11.6,15,39,68.2,0,0,36,12.1,33.3,4,16.6,0,2.1,7.5,53.7,0,0,6.912861012,15.12,21,32.4,71.4,73.2,70.8,38,52.3,34.80270701,9.3,16,8.8,21.2,18,0,0,16,64,7.2,26.56814867
7/23/1998,1.6,4.2,0,0.1,10,9,0,0,0,5.4,10,20.2,15,33.1,2.5,0,39.4,0,1.465688141,38.6,0,9,40.2,16.2,0,0,13.3,57.2,0,0,0,0,9.2,0,19,75.4,90.9,0.3,40.3,0,2,2.3,83.5,10,26.5,78.2,7,96,80,8.3,48.5,0,44.2,0,21.3,33,13.7,21.86994278,0,4.741879867,64.04,81.6,12,18.1,5.6,45,48.6,31,12.88989149,0,0,15,7.6,5.8,3,3,10.8,40,8.4,20.23923809
7/24/1998,0,1,0,10,5.4,1.9,13,0,0,14.4,49,78,0,16.5,88.7,1.6,15.8,3,0,25,6,0,30,5.3,0,15.2,18.4,21,23,32.8,40.2,5,35.8,0,6.3,4,12.5,0.5,0,0,10,23.5,3,15,2,1.5,5,18,30.2,13,7.2,14,10,0,0,8.1,6.8,3.007417874,0,7.427040756,3.4,48,62.2,10.3,153,96,55.1,145.6,66.8126042,22.2,0,10.3,0.6,1.4,3,3,8.4,12,2.1,30.36446095
7/25/1998,0,0.4,21.6,7.2,10.3,0,0,0,0,1.3,5.5,17,5,7,36.5,0.2,45.2,2,0,38.6,28,0,42,14.3,0,70.2,17.2,16.6,54.2,11.3,35,110,12.7,0,0,8.6,0,0,0,0,2.8,2,16,10.4,15.2,3.5,17,0,0,11,10.2,41,8.1,0,0,8.2,16.3,0,0,6.284419101,7.3,11.1,60,98.3,164.4,212.8,21.6,234,64.44945743,3,11.6,3,18.4,8.8,1,1,0,10,11.3,40.53474486
7/26/1998,0,1.2,8.8,10.1,9.8,0,0,0,0,2,5,20,16,2,0,54.4,1.6,1,0,5.4,1,0,14,12.5,0,0,0,0,3.6,1.8,45,0,45.6,0,20,0.2,0,0,12,40.1,0,13.1,1,21,19.7,3.4,0,0,28,0,15.3,5,7.9,0,5.1,13.6,35.2,0,0,0,0.17,1.3,0,44.4,26.3,48,36.6,64.2,0,0,0,2,5.9,1.4,4,4,0,4,3.5,12.27375
7/27/1998,0,0,8.4,0,0,0,0,0,0.2,0,12.5,10,0,31,30,52.2,81.2,4,0,9.2,1.5,0,7.6,18.8,0,30.4,141.5,35.5,47,7.3,28,0,0,15,0,26.6,29.2,0,0,0,0,103,43.8,19,1,0,0,0,14.6,0,21.2,0.3,11.1,0,0,0.7,1.1,7.025328153,0,0,22.59,46.9,75.7,15.1,110.2,60.5,72.3,60,81.31373212,0,0,0,4.2,3.2,6,6,34.1,9,0.2,25.67204418
7/28/1998,0,0,0,5.4,2.1,0,0,0,0,42.3,0,13,10.3,0,28.2,55.8,3,0,0,0,4,0,10.5,23.6,0,0,9.8,14,110,0,15,12.5,35.9,0,8,32.4,37.4,0,0,0,22.6,15.5,34.5,50,75,0.4,0,17.3,0,0,71.2,11.5,12.1,60.6,22.3,79.4,68.3,8.998194278,0,0,27.52,27.9,9,13.3,0,30,2,0,9.667418614,5.4,10.4,0,0,3.6,3,3,4.2,20,1.2,13.62023387
7/29/1998,0,0,4.1,9.2,0,0,0,0,0,5.3,19.5,0,0,10,38.5,0,16.6,5,0,3.6,0,2.5,0,8.5,0,6.2,39.3,18.2,61.6,19,9.2,6,6.8,0,0,8.2,12.7,0,30.3,0,10.6,0,5.4,40,78,10,0,1.3,14.2,8.9,0,0,1.4,80,15.1,30.7,75.6,3.05553656,0,5.084666364,6.96,9.2,10.8,0,72,42,4.4,10.2,11.60090234,0,10.4,23.2,5.2,42,0,0,10.4,104,0,19.86671272
7/30/1998,0,0,0,6.4,0,0,0,0,0,13.4,19.5,6,5,0,18.3,0,19.4,0,0,0,3.2,7.5,0,1,0,0,3.8,6,0,13.2,20,2.5,2.3,25.5,29,0.4,0,0,4,0,0,0,0,18,23.5,1.2,0,0,0,13,37.2,67,14,50.6,0,9.2,15.2,0,0,7.427040756,0.34,18.5,0.4,22.2,10.3,18.5,6,7,0.4296630495,55.3,20.7,10.8,37.2,13.4,0.2,0.2,20,69,50,16.34569599
7/31/1998,0,0,67.9,7.2,2.7,0,14,0,0,68.4,63,4,10.5,4,0,8.2,2.8,0,0,10,6.4,0,37.4,23.5,0,0,0,0,0,6.2,0,0.5,14.9,0,11.6,13.4,8.2,0,40.2,0,0,0,21.4,115.4,84.5,0,0,0,50,18.3,49.2,28.5,7.1,0,3.5,109.1,122.4,1.972866125,0,10.45498814,11.38,0,1.4,18.1,0.5,4,2,0,1.503820673,24,39,7.7,3.4,4.8,1,1,30,13,4.5,17.13381979
8/1/1998,2.6,1.2,0,9.5,2.5,0,3.3,0,0,9.5,4,0,3,20.5,0,8,10.2,0,2.381743228,12.9,14.5,12.3,10.2,0.4,0,2,4.3,0,0,1.1,0,8.5,0,0,41,32,0,0,0,0,0,9,22.6,10,10.5,5.5,5,0,10.4,11.5,6.673169426,32,19.4,0,0,7.2,0,0,0,6.570074515,27.18,1.6,7,13.4,0.3,7,2,9,7.519103366,44.2,58,2.4,54.4,39,1,1,7,51,44.5,16.30288241
8/2/1998,0,0,43.2,7,7,2.7,0,0,0.8,49.3,5,15,11.4,18,7.1,3,139.6,8,0,48.8,8,30.4,32.3,8.9,0,3,0,25,32.8,25.5,0,6.5,1.2,0,0,5.2,21.2,0,0,0,0,3,4.7,16.6,17.5,0.3,3,0,36.2,14.2,21.40975191,4.3,11.2,0,5.3,23.1,18.2,5.100580714,0,8.112613749,4.42,4.2,54.6,12.3,5,11.5,4,0,58.64900626,2,23,17,51.4,15.2,0,0,9.6,21.5,19.5,15.34925836
8/3/1998,0,2.4,85.4,35.2,15.9,4.9,1.3,0,0.9,105.5,42,40.2,45,69,138,50,22.8,12,0,1,92,30.5,55.6,98.1,0,45.6,167.4,63.5,104,16.2,10.2,50,84.9,3.1,34,90.2,120.2,3.5,60.5,0,0,116.5,88.2,120,105,84.2,10,35,0,8.9,83.59998364,73,64,0,46.5,90.2,115.7,28.91933027,0,5.084666364,76.6,73.3,74.8,18.2,0,62.5,36.6,16.2,80.34699026,80.3,12.6,3.6,14.8,9.4,0.1,0.1,0,49,12.3,35.86045779
8/4/1998,0,1.2,0,15.4,12.5,5.1,3.4,2.5,0,9.5,70.5,44,41.5,22,15.5,4.6,14.9,15,0,15.4,20.5,45.3,24,7.8,3.698844736,12.4,35.7,65,237,22.5,7,7,9.7,0,30,20.4,0,24.4,31,0,16.4,18.5,19,60,60,18.3,12,20,50,11.6,20.01950828,8.3,40,0,22.3,21.6,56.8,0,0,6.627205598,17.33,76.8,25.4,0.1,42.2,10.5,18.5,0,27.28360364,50.4,18.6,0,52.2,12,0.1,0.1,8.6,35,24.5,21.02670039
8/5/1998,0,0,0,2.5,0.4,10.9,0,5.5,0,16.4,2.5,25,15.5,5,31.5,24.4,30.4,5,0,0,0,1.1,44,9,8.137458418,2.4,65.3,18.4,0,0,11,26,2.5,0,20,0.8,13.2,22.8,0,0,0,1.2,6.8,12,33,1.5,7,24,20,0,6.580486517,58.8,10.9,100,10.1,7.1,38.2,3.175833275,0,0,0.68,21.5,15.2,0,18.5,21,2,0,16.32719588,0,16.6,9.4,76.4,15.6,3,3,5,77,34.2,15.99512621
8/6/1998,0,0,0,18.2,6.8,13,0,4.5,0,5,2,15,18.2,22.5,0,18.2,4.4,25,0,0,1.2,91.5,28,6.4,6.657920524,0,14.5,11.5,17,41,0,29,15.5,20,28,5.8,17,24.5,28.3,0,0,12.3,13,5,13.5,6.7,9,9,48.8,0,3.429267622,27.8,31,125.6,0,3.7,16.3,4.090088308,0,0,4.93,8.2,14.3,12,2,3,0,12.1,15.36045402,30,8,50.2,30.8,23.6,2,2,10,26,10.2,12.0325226
8/7/1998,0,0,27.4,2.5,1.5,2.4,0,10.3,0,5.5,7,11,8,17,0,5.8,3.8,11,0,23.2,0,21.3,11.8,5.5,15.23924031,17.2,0,5.5,0,3.5,0,15.5,0,30.3,4,5,1.2,8.3,0,0,0,1,1.6,13,6.9,5,6,4,0,12.1,6.673169426,0,3.1,10.6,0,7.2,7.5,0.2887121159,0,6.912861012,4.25,8.4,0,40,6,8,14,3,0,9.4,0,0,17.6,18.4,3,3,20.6,10,35,9.272982214
8/8/1998,0,0,21.2,10.2,0.3,3.7,21.4,5.6,0.3,2,0,15,40,35,0,14,29.6,5,0,2.6,35,12.4,11,0.9,8.285412208,12.4,2.7,0.7,36,0,0,0,0,3.4,12,2,0,7.8,0,0,0,0,1,10,34.7,1.5,0,1,0,23,29.75121369,64.4,12.6,0,0,32.1,48.7,0,0,13.14014903,1.7,28.4,16.2,25.2,4,4.5,2,16.2,17.40135351,90.8,20,4.2,33.8,27,5,5,10,70,0,19.80589594
8/9/1998,1.4,0.2,18.4,4.5,6.5,5.1,11.3,5.5,0,53,52,40.5,18,17,20.5,11.4,0,7,1.282477123,4.2,32,43.5,22.1,75.1,8.137458418,5,3.2,18.6,46,1,12.2,2.5,0,42.5,54,33.6,0,0,36.5,3.3,0,3.5,58,62,74.4,7.5,5,11,52.6,29.8,35.77560276,24.3,24,0,14.3,38.6,52.3,0,0,17.02506266,28.54,35.2,2,25.1,1,0.5,10,11.3,2.148315248,30.2,94.5,2.6,51.2,31,8.2,8.2,16,90,36.2,24.65889075
8/10/1998,0,3.8,0,9.2,12.2,11.2,21.3,2.3,0.4,1.4,0,44,8.3,18,10,40.2,38,14,0,60.3,6.5,55.3,87,1.1,3.402937157,1.6,11.9,0,0,0,25,0.2,0,9.6,2,27.6,0,2.2,19.2,4.5,0,0,0,64,110,0.4,0,0,4,0,13.53170467,0,0.7,0,0,14.6,58.4,0,0,0,23.44,0.5,56.4,12,26.2,1,25,32,60.58248998,20,30.8,0,21.4,24.8,2,2,10,30,52,20.96343708
8/11/1998,0,1.4,34.4,21.2,13.3,7.4,46.2,1,0,37.3,42,25,10,35,0,2.6,19,17,0,44.7,52,23.2,48.5,12.8,1.479537894,0.4,30.2,39,64,0,20.2,11,42.9,0,118,149,22.2,8,50,11.3,22,24.4,104.3,35,50,57,0,57.3,70,3,28.08292133,105,33.4,0,25.3,30.3,60,5.341174144,0,1.713932482,126.54,4.2,46.8,42,2,9.2,2,14,50.27057679,22.3,85,6.2,46.2,18.2,2.1,2.1,12,119,37,31.01940348
8/12/1998,0,2.6,14,36.1,37.5,2.1,19.4,10.5,0,10.4,12.5,15,16,56.5,19.9,9.8,63.5,12,0,59.4,20.2,53.3,51,7.1,15.53514789,0,10.7,30,12.6,0,40.2,34.5,22.6,0,55,68,38.5,8.9,36.3,17.2,0,2.3,63.3,49.4,35,77.6,3,70,48,6.1,36.51706603,18.3,73,50.9,36.4,39.4,36.6,9.262847051,0,3.484996047,57.75,69.1,57.4,8.1,12.8,6,31,0,61.65664761,14.2,0,0,81.2,0,0.2,0.2,20.6,10,26.2,22.71477045
8/13/1998,15.6,21.8,58.9,44.6,43,3,212.2,3,0,95.5,34,11,10,90,40,8.4,88.4,9,14.29045937,56.8,32,53.3,60,20,4.438613683,22,87.2,11,30,6.3,70,2.5,35.7,16,56,38.5,25.5,5.7,8.5,0,0,10.4,48.6,100.6,138,3.5,5,3,80,0,102.507297,15.4,79.6,55.6,5.1,110.6,125.4,6.135132462,0,0,32.7,12.2,28.6,47.3,69,30,30.1,2.1,30.72090804,16.3,46.6,22.6,82.6,29,3,3,5,78,29.5,35.01900169
8/14/1998,0.2,2,68.5,26.4,16.2,2,52.3,0,0,44.5,84,0,40.5,92,122,20.2,36.8,3,0.1832110176,3.2,34,44.4,51,107.1,0,0,61.4,13.8,0,54.5,185,50,32.8,12.6,43,42,35,7.8,7,0,0,0,37.3,75,101,48,0,22,26.2,2,47.63901507,58,68,0,11.2,51.4,93.7,8.420770046,0,1.142621655,35.67,43.2,22.4,27.4,25.2,50.5,4.3,19,24.06113077,30,15,0,24.4,27,4,4,20.6,28,0,23.3081051
8/15/1998,9.4,10.6,18.8,7.2,12,0,14,0,0,5.4,10,0,18,35,22.6,8.2,12.2,0,8.610917826,4.3,4.5,15.1,42.1,20.8,0,70.3,47.2,24.5,0,39.2,30.2,39,36.4,1.6,20,18.4,3,10.6,0,0,0,39.5,20,30,35,20.3,0,21,12.4,5.3,20.11219119,24.2,42,0,28.1,21.7,32.5,0.7217802897,0,3.027947385,15.63,26.2,1.8,16.2,38.6,39.8,4,8.3,1.933483723,23,6.2,0,1,41,2,2,15.6,4,0,12.71721714
8/16/1998,0.2,0.6,9.4,2.5,7,0,13.3,0,0,13.5,14.5,42,21,49,4.3,5,14.6,2,0.1832110176,3.3,3.5,15.3,8.5,8.9,0,2,19.8,17.2,0,27,0,4,7.9,2.1,27,7.5,15.5,17.4,19,0,5.6,9,17.8,6,10.4,17.4,3,34,14.2,1.5,6.765852335,8.3,13,0,5.3,7.3,22.7,3.729198163,0,0.8569662411,6.37,0,33,6.3,0.8,6,8,0,35.44720158,8.2,0,0,13.2,5.2,0.1,0.1,10,3,0,7.095973583
8/17/1998,0,0.2,6.1,4.2,5,0,0.3,0,0,5,0,12,2,2.3,0,4.2,67.8,0,0,30.6,6.8,11.3,15.1,1.2,0,0,0.3,0,43,6,90,1.5,0,0,59,152.6,0,14.7,36.5,14.3,0,0,133.8,24,25.5,0,0,0,16,0,16.86828938,27,13.2,0,0,18.2,30.4,0,0,0,129.6,0,143.6,41.2,3.2,30,0,25.4,154.2490348,3.1,10.8,34.8,7.6,0,1,1,10.2,0,0.5,26.86870978
8/18/1998,0,6.2,115.2,36.4,43,0,19.2,0,0,108,117,42,4,103,77.1,15.2,42.8,0,0,31.7,40,43.2,52,37.2,0,3,114.3,198.7,181,43.1,30,1.5,17.5,5.4,62,128.4,14.4,20.7,31,0,10.2,24,110.4,280,295,20.6,3.2,123,96.6,0,217.1560551,44.2,127,20.6,15.5,234.3,303.7,3.46454539,0,0,109.05,247.6,18.2,43.1,104.6,45,234.4,44,19.54966875,22,0,47.6,27.8,13,4,4,10,28,23.5,66.11934226
8/19/1998,0,1.2,2.2,21.2,11,0,53.4,0,0.9,45,48.5,43,16,16.7,45.7,10,40,0,0,4.9,60,11.5,40,67.3,0,32.4,21.8,8.6,28.6,48.1,37,70,24.3,5.7,0,52.6,3.7,14.6,6.3,0,0,40.3,34.7,70,72.5,14.4,4,13,52.8,8.5,30.02926242,17,38.8,0,4.1,32.4,64.4,0.8901956906,0,4.856142033,44.67,9.2,2,18,1,25.5,2,31.2,2.148315248,20.2,28,12,29,4.3,0,0,15.4,45,25.5,17.40269387
8/20/1998,0,0,0,2.5,4,0,26,6.7,0,22.1,1,82,20.5,14,2,40.6,96.2,0,0,55.5,2,57.3,35,2.8,9.912903891,0,0,0,0,1.5,20.2,1.5,7.5,3.4,0,2.4,5.6,18.9,20.2,0,0,0,1.4,6,10.7,58,0,0,0,24.3,18.81463047,9.3,4.8,60.6,0,20.3,4.9,1.347323207,0,13.88285311,2.04,0,61.4,10.1,3.2,55,2.6,66,65.9532781,35.3,10,20.4,7.4,0,0.2,0.2,10.6,9,0.7,16.68847727
8/21/1998,0.8,1.2,70.6,55.4,26.3,0,43.3,0,0,81.4,84,85,3,103,62.5,35.2,5.2,0.5851300357,0.7328440703,3.9,30,6.2,55,64.4,0,3,94.8,19.1,162,30.2,40.2,29,43.8,33.4,81,151.1,75,3.8,170.5,0,0,12.3,147.9,130,131,86,3,39,146,0,90.92193343,104,114.8,0,52.3,98.1,135.6,18.04450724,0,0,128.32,56,11.7,32.2,84.2,65.5,46,75,12.5676442,40.4,26,8.8,38.2,68,1,1,20,29,7.2,41.78467298
8/22/1998,0,0.2,14.6,2.5,2.3,2.5,3,0,0,7,18,26,7,22,17.9,40.2,0.4,0,0,9,0,5.5,30,12.1,0,0,20.1,16.3,27.6,43,35,29,25.4,2.5,17,15.2,85,9.3,0,12.4,0,3.4,12.8,32,24.3,18,2,4,18.2,0,15.9414603,1.2,14.2,14.6,11.2,17.2,33.6,20.45044154,0,0,12.91,39.2,8,12.3,23.6,8,20.5,20,8.59326099,16.2,0,0,2.2,10.2,1,1,4.2,3,2.1,11.01057094
8/23/1998,0,0.4,0,3.2,4.4,3.4,0,0,0,17.4,1.5,20,18,15,0,0,25.4,0,0,44.5,30,46.5,51.3,14.2,0,20.4,3.6,3.5,0,0,25,13,9.6,1.4,2,31,0,5.7,30.1,0,0,0,27.4,54,23.8,0,2.2,0,46,10.3,15.19999703,37,9.4,0,0,16.4,0,0,0,5.884501522,26.33,0.4,40.2,6.8,3,15,2,19.6,43.18113648,4.3,30,5.6,15.6,17,3,3,5.4,0,5,11.15398492
8/24/1998,0.8,2,54.6,45.2,18,0,0,0,0,46,36,63,15.3,38,5.2,28,66.6,0.5851300357,0.7328440703,10.2,44,147.5,56.3,56.5,0,48.6,51.4,6.2,48,0,22.2,23,0,2.6,33,31,24.2,8.5,0,0,0,4.5,27.6,39,51.2,40.6,2,0,30,3.8,27.61950679,2,34.4,0,0,29.8,51.6,5.822361003,0,2.170981144,26.33,45.4,0,0,49.4,25.5,18.7,0,0,10,4,1.6,6.6,11.2,3.1,3.1,17.4,10,2,13.48847259
8/25/1998,0.2,2.8,10,1.4,24,0,37,0,0,22,5,80,2,22,7,3.6,2.6,0.1462825089,0.1832110176,9.8,0,46.5,62,25.8,0,18.8,3.3,0,0,0,31,3.5,0,5.1,90,86,5.4,10.7,0,0,0,10,44.4,35.4,15,16,0,7,40.2,0,5.65365743,40,72.2,0,0,6.1,0,1.299204521,0,0,73.04,0.5,3.1,3,0,10.7,2,2,3.329888634,70.2,9,0,13.8,21.4,2,2,2.2,21,13.1,10.82371221
8/26/1998,1,1.8,13.4,5,13.2,0,20.1,0,0,82.3,94,20,5.2,30,0,36.4,135.2,0.7314125446,0.9160550878,28.3,30,37.5,47.4,0,0,0,119.2,87.2,76,0,17.2,0,8.4,15.6,35,40.2,5,3.8,41.2,0,0,0,34.4,40,45.6,14,20,7,90,4.1,29.28779915,34.2,54.6,0,7.1,31.6,63.7,1.202967149,0,2.342374392,34.14,45,9.6,11.3,6.4,60.2,16.4,22,10.31191319,4.4,0,0,2.6,0,0,0,4,17,0,14.25821895
8/27/1998,0.3,8.2,41.5,31.4,22.5,0,27.4,0,0,53.5,22,10,0,17,32.2,55.8,2.4,0.2194237634,0.2748165264,9.3,42,1.1,29.5,23.9,0,40.2,7.8,19.2,96,104.5,12.2,55,146.5,15.4,18,31.2,1.2,2.6,30.3,0,6.6,125,30.3,64,62,56,0,12,90.8,0,35.59023694,26,5.1,0,130.2,38.4,0,0.2887121159,0,0,26.5,0.6,56,42,28.4,27.5,4,0,60.15282693,9.4,21.4,5.2,58.8,22.2,1.2,1.2,33,20,24.3,20.02256413
8/28/1998,0,0,0,0.5,1,0,1.2,0,0,8,12,40,0,3.5,0,28,0,0,0,4.6,18,6.6,1,2.5,0,10.4,2.1,1.2,13,9.1,18,7.5,26.7,11,0,25.6,0,0,0,0,0,29,19.3,15,8.9,0,1.8,0,4,0,5.282925796,0,35.5,0,2.1,5.7,78.3,0,0,0,21.74,8.6,36.1,45.7,29.2,35.4,6,18.2,38.77709022,0,0,0,19,13,1,1,12,28,43,18.36321209
8/29/1998,0.6,1.2,8.4,3.5,12.1,0,3.6,0,0,0,1,0,0,3,0,15.6,61.5,0.4388475268,0.5496330527,45.1,2,40.5,14.1,0,0,0,2.6,18.2,42,0,9,0,0,7.8,53,29.5,0,0,17.2,15.7,0,0,34,53,32.8,0,2,16,36.6,0,10.19511996,7,17.2,81.1,0,11,43,0,0,0,25.05,16.5,52.2,10.1,4.8,11,20,24.1,56.07102796,0,0,32.4,16,0,2,2,2.4,7,1,14.02587617
8/30/1998,0,0,19.1,14.4,29,0.5,9.2,0,0,162.6,49,6,0,16,22.5,20.4,78,0,0,20.2,2,20.2,33.2,30,0,0,129.6,123.4,78,5.7,7,0,7.2,7,7,72.6,238,10.7,113.2,0,0,4,80,80,56.6,60,0,56.3,44,0,62.28291464,10,20.6,40.2,7.3,67.2,69.4,57.26123631,0,0,61.66,71.7,104,16.1,74.2,74,82.5,46.8,111.7123929,0,0,1,9.8,11,2.1,2.1,3.8,10,1.5,36.57640122
8/31/1998,0,0,12.1,19.1,7.8,1,8.4,0,0,21.5,42,10,10,43,107.9,45.2,89.1,0,0,20.9,40,0,16.5,94.1,0,0,80.1,80,0,0,20,0.5,36.1,5.6,94,98.1,46,0,75.3,0,0,51,75.6,35,89.6,76,0,0,52,0,38.55609002,33.5,27.9,40.7,15.2,41.6,55.6,11.06729777,0,0,83.31,92.8,0,17.1,56.8,69,24,61,0,55,36.6,4,17,15,3,3,5.6,12,15,28.26988741
9/1/1998,2.4,5.8,26.6,27.6,25,0,11.1,0,0,48.4,52.5,45,20.5,22,86.5,55.2,42.4,1.755390107,2.198532211,2.3,17,26.2,72.2,50.2,0,0,13.7,7.6,42,10.2,8,50,6.2,7.6,75,70,38.5,0,44.3,0,0,41,76.8,38,73.5,8,3,0,82,0,26.87804352,83,113,0,2.5,29,70,9.262847051,0,0,59.45,0.2,6,3,1.2,10,4,0,6.444945743,40.2,0,31.6,26.8,19,2,2,18.2,24,20.4,15.94824137
9/2/1998,0,0,27.6,4.5,4.4,0,0,0,0,0,0.5,46,20.3,43.5,0,28,32.8,0,0,20.2,0,26.1,15.2,0.4,0,5.2,8.7,9.7,25,20.3,15,1.5,8.5,8.1,3,0.4,0,2.8,0,0,0,8.8,0,0,0.8,5.5,0,0,0,0,0.2780487261,2,18.3,0,1.1,0.3,0,0,0,0,0.34,2.2,24,6.2,32,9.4,2,15,25.77978297,3.2,17,21,0.4,1.8,1,1,42.4,14,0,9.12582429
9/3/1998,0.1,1.4,25.8,8.1,13,0,25.8,0,0,22.3,24.5,21,0,26.1,0,0,20.2,0.07314125446,0.09160550878,0.8,24.5,26.4,37.4,25.3,0,30.6,23.6,3,57,0,7.2,30.5,4.2,5,65,93,33.4,5.7,88.3,0,0,3.5,95.2,95.8,160.6,8.6,0,0,100,0,65.0634019,68.7,73.4,0,0,70.2,124.2,8.035820558,0,0,78.98,12,16.1,2.4,4.6,20.5,4,6,17.29393774,23.4,26,14.6,28.4,0,0,0,10.6,84,10,23.3879066
9/4/1998,0,1.6,2.2,3.4,2.3,0,4.1,0,0,7,7.5,0,0,7,19.4,8.2,15.6,0,0,22.3,3.6,22.2,28.2,17.7,0,9.8,1.8,2,0,13.1,10,16.5,0,17,12,7.5,8.6,0,5.2,0,0,36.4,17,90.4,172.8,3,0,13,34,0,64.04388991,12.4,86.4,0,4.3,69.1,182.3,2.069103497,0,0,6.37,6.6,0,7.3,0.8,15,2,0,0,0,0,1.8,15.6,0,0,0,20.2,84,1.5,17.27662931
9/5/1998,0,0.2,12.5,9,6.4,0,8.4,0,0,32.6,7,10,0,39,3.5,23,10.4,0,0,3.8,10.5,12.2,10.5,3.4,0,0,3.6,1,18.6,0.5,6,18.8,22.5,16.7,40,68.8,18.6,0,6,0,0,0,50,25.2,78.5,0.3,0,0,90.8,0,12.23414395,7.2,21.5,12.6,0,13.2,115.4,4.475037796,0,0,58.43,2.3,22.4,10,54,25,0,19.2,24.06113077,6.3,38,18.6,85.2,17,0.2,0.2,6,18,2.3,22.51109036
9/6/1998,0,0,17.9,6.5,4,0,0,0,0,38.5,40,26,0,8,15.3,44,63.6,0,0,6.2,0,58,53,61.8,0,5.2,73.2,70,46,0,15,0,5.7,18.4,6,106.2,85,21.7,0,0,0,0,96.3,50,19.5,19,0,49,60.2,0,43.19023545,28.1,46,2.4,18.2,46.6,8.7,20.45044154,0,0,90.19,68,8.8,3,16,41,12,30,9.452587089,5,30,34.4,5.6,5.2,1,1,30,42,40.5,22.87054286
9/7/1998,0,0,18.4,6.5,2,0,7.4,0,0,0,14.5,4,0,34.6,1.9,17.2,0,0,0,0,4.4,15.5,11.3,11,0,40,1.8,0,0,13.6,10,42,23.9,0,0,36.6,2,0,9.3,0,0,0,36.8,40,54.7,4.2,0,1.2,56.6,0,31.60487187,0,0,0,0,34.1,49.4,0.4811868598,0,0,31.08,10.6,0,19,2.6,0,4.3,0,0,40.2,0,42,2.6,18.2,0,0,2,14,5.4,11.49838279
9/8/1998,0,0,0,0,0,0,0,3,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,4.438613683,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.1,0,0,0,0,0,0,0,0,0,0,2.1,0.4,0,0,0,0,0,0,10.6,14.6,0,0,0,0,0,2.1,1.241666667
9/9/1998,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2.1,0,0,0,0,2.959075788,0,0,0,46,0,0,0,0,0,0,0,0,10.8,0,4.5,0,0,0,1,0,0,0,0,0,3,0,0.5,0.1,0,0,0,0,0,0,1.713932482,0,0,15.6,0,1.2,1,2,0,16.75685893,0,34.2,40,0,0,0,0,0,0,0,4.686282976
9/10/1998,0,0,0,0,0,0,0,0,0,9.2,0,6.2,2,5,0,0,2.8,0,0,2.3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12.6,0,0,0,2,0,0,15.5,0,6,0,30,0,0,0,0,0,0,0,9.4,0,0,0,0,0,2.6,0,0,0,0,0,2.792809822,3,4,10,8.2,47,0,0,7.2,7,2.1,4.303867076
9/11/1998,0.4,3.8,0,6.5,4.2,3.5,3.8,0,0,2,1.5,3,0,6.5,2.4,0,2.2,0.2925650179,0.3664220351,1.2,0,5.3,0,1.2,0,0,7.8,3.6,12.6,11.5,0,8,0,0,0,0.8,0,14.4,0,0,0,0,0,5.4,18,2,10,0,0,0,7.321949787,0,21,0,0,7.9,14.8,0,0,0,0.68,8.3,2.4,0,0.8,9,10,0,2.577978297,6.3,6.2,13,5,0,0,0,2.4,14,2,4.389915762
